SOURCE_VALUE,SOURCE_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_NAME,MAPPED_STANDARD_VOCABULARY_ID,MAPPED_STANDARD_CONCEPT_CODE,MAPPED_STANDARD_CONCEPT_FLAG,TOTAL_ROWS
309368,19075603,19075603,clotrimazole 10 MG/ML Vaginal Cream,RxNorm,309368,S,3252
1807549,40221366,40221366,100 ML sodium chloride 4.5 MG/ML Injection,RxNorm,1807549,S,3250
2551,1797513,1797513,ciprofloxacin,RxNorm,2551,S,3247
1190110,40243919,40243919,fluoxetine 60 MG Oral Tablet,RxNorm,1190110,S,3245
807284,19132305,19132305,50 ML sodium bicarbonate 75 MG/ML Injection,RxNorm,807284,S,3239
208124,19037528,19037528,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Capsule [Dyazide],RxNorm,208124,S,3238
7243,1714319,1714319,naltrexone,RxNorm,7243,S,3237
310489,19077637,19077637,24 HR glipizide 2.5 MG Extended Release Oral Tablet,RxNorm,310489,S,3234
1000114,40224789,40224789,medroxyprogesterone acetate 10 MG Oral Tablet,RxNorm,1000114,S,3233
310534,19077659,19077659,glyburide 2.5 MG Oral Tablet,RxNorm,310534,S,3233
8638,1550557,1550557,prednisolone,RxNorm,8638,S,3231
312104,19079177,19079177,belladonna alkaloids 16.2 MG / opium 30 MG Rectal Suppository,RxNorm,312104,S,3227
998514,40223940,40223940,miconazole nitrate 20 MG/ML Topical Cream [Monistat],RxNorm,998514,S,3225
855642,40162315,40162315,diclofenac sodium 0.03 MG/MG Topical Gel,RxNorm,855642,S,3225
686433,968640,968640,mesalamine 1200 MG Delayed Release Oral Tablet [Lialda],RxNorm,686433,S,3221
643722,19027014,19027014,lenalidomide 25 MG Oral Capsule [Revlimid],RxNorm,643722,S,3218
309986,19076659,19076659,250 ML dobutamine 2 MG/ML Injection,RxNorm,309986,S,3218
4452,1555120,1555120,fludrocortisone,RxNorm,4452,S,3213
35780,1136487,1136487,ropivacaine,RxNorm,35780,S,3207
198024,19019301,19019301,niacin 500 MG Oral Tablet,RxNorm,198024,S,3205
36567,1539403,1539403,simvastatin,RxNorm,36567,S,3199
313638,19008523,19008523,vitamin A 10000 UNT Oral Capsule,RxNorm,313638,S,3194
312075,19079151,19079151,ofloxacin 3 MG/ML Ophthalmic Solution,RxNorm,312075,S,3194
351761,1308876,1308876,valsartan 80 MG Oral Tablet [Diovan],RxNorm,351761,S,3191
1359861,42902748,42902748,budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler,RxNorm,1359861,S,3184
855942,40162307,40162307,diclofenac potassium 50 MG Oral Tablet,RxNorm,855942,S,3183
238083,19057196,19057196,ketamine 100 MG/ML Injectable Solution,RxNorm,238083,S,3181
200251,19023422,19023422,"potassium phosphate 155 MG / sodium phosphate, dibasic 852 MG / sodium phosphate, monobasic 130 MG Oral Tablet",RxNorm,200251,S,3179
991194,40179680,40179680,chlorpromazine hydrochloride 25 MG Oral Tablet,RxNorm,991194,S,3174
1664986,46287312,46287312,aztreonam 2000 MG Injection,RxNorm,1664986,S,3174
352201,19098439,19098439,olmesartan medoxomil 40 MG Oral Tablet [Benicar],RxNorm,352201,S,3167
992668,40182175,40182175,homatropine methylbromide 0.3 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution,RxNorm,992668,S,3161
213293,1337644,1337644,capecitabine 500 MG Oral Tablet [Xeloda],RxNorm,213293,S,3160
984082,40181425,40181425,20 ML amphotericin B lipid complex 5 MG/ML Injection [Abelcet],RxNorm,984082,S,3154
1359025,42902213,42902213,{21 (ethinyl estradiol 0.03 MG / norethindrone acetate 1.5 MG Oral Tablet) / 7 (ferrous fumarate 75 MG Oral Tablet) } Pack [Junel Fe 1.5/30 28 Day],RxNorm,1359025,S,3150
854859,40163618,40163618,dronedarone 400 MG Oral Tablet [Multaq],RxNorm,854859,S,3145
1049601,40231819,40231819,Abuse-Deterrent 12 HR oxycodone hydrochloride 80 MG Extended Release Oral Tablet [Oxycontin],RxNorm,1049601,S,3142
153095,19016865,19016865,glucagon (rDNA) 1 MG Injection [GlucaGen],RxNorm,153095,S,3135
863622,40166132,40166132,24 HR oxybutynin chloride 10 MG Extended Release Oral Tablet [Ditropan],RxNorm,863622,S,3132
700387,19125644,19125644,30 ML eculizumab 10 MG/ML Injection [Soliris],RxNorm,700387,S,3130
428485,19036366,19036366,calcium carbonate 1500 MG / cholecalciferol 0.01 MG Oral Tablet,RxNorm,428485,S,3130
1008501,36028581,46221581,insulin isophane,RxNorm,1605101,S,3129
211200,19045938,19045938,epoprostenol 1.5 MG Injection [Flolan],RxNorm,211200,S,3122
352001,19098303,19098303,valsartan 320 MG Oral Tablet [Diovan],RxNorm,352001,S,3122
199450,19021852,19021852,clobazam 10 MG Oral Tablet,RxNorm,199450,S,3118
349094,19096595,19096595,budesonide 0.125 MG/ML Inhalation Suspension,RxNorm,349094,S,3114
1373469,43526468,43526468,canagliflozin 100 MG Oral Tablet [Invokana],RxNorm,1373469,S,3112
206511,19032704,19032704,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Otic Solution [Cortisporin],RxNorm,206511,S,3111
1662286,46276327,46276327,300 ML linezolid 2 MG/ML Injection [Zyvox],RxNorm,1662286,S,3105
897640,40171863,40171863,verapamil hydrochloride 180 MG Extended Release Oral Tablet,RxNorm,897640,S,3101
809555,19132795,19132795,calcium carbonate 625 MG / cholecalciferol 125 UNT Oral Tablet,RxNorm,809555,S,3088
198332,1705676,1705676,trimethoprim 100 MG Oral Tablet,RxNorm,198332,S,3087
311204,19078728,19078728,itraconazole 100 MG Oral Capsule,RxNorm,311204,S,3084
68149,19003999,19003999,mycophenolate mofetil,RxNorm,68149,S,3080
351172,989485,989485,dutasteride 0.5 MG Oral Capsule,RxNorm,351172,S,3079
849752,1115248,1115171,naproxen sodium 220 MG Oral Tablet,RxNorm,849574,S,3074
309686,19076136,19076136,dexamethasone 0.1 MG/ML Oral Solution,RxNorm,309686,S,3073
1606308,46221713,46221713,biotin 5 MG Disintegrating Oral Tablet,RxNorm,1606308,S,3072
198436,1125358,1125358,acetaminophen 325 MG Oral Capsule,RxNorm,198436,S,3071
848180,19135444,19135444,Augmented betamethasone 0.0005 MG/MG Topical Ointment,RxNorm,848180,S,3070
312837,1154080,1154080,rizatriptan 10 MG Disintegrating Oral Tablet,RxNorm,312837,S,3068
1099563,40237527,40237527,24 HR divalproex sodium 250 MG Extended Release Oral Tablet,RxNorm,1099563,S,3065
1593756,45775850,45775850,chlophedianol hydrochloride 2.5 MG/ML / pyrilamine maleate 2.5 MG/ML Oral Solution [Ninjacof],RxNorm,1593756,S,3065
1442683,44507565,44507565,0.8 ML tbo-filgrastim 0.6 MG/ML Prefilled Syringe [Granix],RxNorm,1442683,S,3064
261290,19068335,19068335,temozolomide 100 MG Oral Capsule [Temodar],RxNorm,261290,S,3060
1117536,40242344,40242344,potassium nitrate 250 MG/ML / silver nitrate 750 MG/ML Medicated Pad,RxNorm,1117536,S,3057
485414,781131,781131,alprazolam 1 MG Disintegrating Oral Tablet,RxNorm,485414,S,3049
20352,1346823,1346823,carvedilol,RxNorm,20352,S,3046
1373327,43525973,43525973,amylase 180000 UNT / lipase 36000 UNT / protease 114000 UNT Delayed Release Oral Capsule [Creon],RxNorm,1373327,S,3040
707251,19126665,19126665,sodium chloride 6.5 MG/ML Nasal Spray,RxNorm,707251,S,3038
1919516,1594047,1594047,10 ML durvalumab 50 MG/ML Injection [Imfinzi],RxNorm,1919516,S,3036
1744400,35603523,35603523,magnesium chloride 598 MG Delayed Release Oral Tablet,RxNorm,1744400,S,3033
244967,948637,948637,polymyxin B 10000 UNT/ML / trimethoprim 1 MG/ML Ophthalmic Solution,RxNorm,244967,S,3033
352086,19098377,19098377,desloratadine 5 MG Oral Tablet [Clarinex],RxNorm,352086,S,3030
1314133,42901727,42901727,2 ML ondansetron 2 MG/ML Prefilled Syringe,RxNorm,1314133,S,3030
1292422,42800027,42800027,varicella-zoster virus vaccine live (Oka-Merck) strain,RxNorm,1292422,S,3029
412113,19103985,19103985,vitamin E 180 MG Oral Capsule,RxNorm,412113,S,3028
198300,19019860,19019860,tretinoin 1 MG/ML Topical Cream,RxNorm,198300,S,3025
261266,1525216,1525216,pioglitazone 15 MG Oral Tablet [Actos],RxNorm,261266,S,3022
859040,40165165,40165165,pramipexole dihydrochloride 0.25 MG Oral Tablet,RxNorm,859040,S,3022
996574,40222863,40222863,memantine hydrochloride 5 MG Oral Tablet [Namenda],RxNorm,996574,S,3022
1730076,35605389,35605389,1 ML chlorpromazine hydrochloride 25 MG/ML Injection,RxNorm,1730076,S,3018
1435174,43560395,43560395,15 ML ferric carboxymaltose 50 MG/ML Injection [Injectafer],RxNorm,1435174,S,3018
1743833,35606552,35606552,2 ML famotidine 10 MG/ML Injection,RxNorm,1743833,S,3017
998493,40223934,40223934,miconazole nitrate 20 MG/ML Topical Cream [Baza],RxNorm,998493,S,3012
309335,19075429,19075429,50 ML clindamycin 12 MG/ML Injection,RxNorm,309335,S,3005
896023,40169272,40169272,60 ACTUAT fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler [Flovent],RxNorm,896023,S,3002
977880,40177829,40177829,amiloride hydrochloride 5 MG Oral Tablet,RxNorm,977880,S,2989
198946,1353231,1353231,vitamin B6 100 MG Oral Tablet,RxNorm,198946,S,2988
753367,19128323,19128323,{21 (desogestrel 0.15 MG / ethinyl estradiol 0.03 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Desogen 28 Day],RxNorm,753367,S,2987
312641,1552350,1552350,progesterone 200 MG Oral Capsule,RxNorm,312641,S,2987
8727,1552310,1552310,progesterone,RxNorm,8727,S,2982
312069,19079138,19079138,1 ML octreotide 0.1 MG/ML Injection,RxNorm,312069,S,2982
8120,933724,933724,phenazopyridine,RxNorm,8120,S,2978
105330,19006863,19006863,terbinafine 250 MG Oral Tablet [Lamisil],RxNorm,105330,S,2978
1999037,964325,964325,24 HR metoprolol succinate 50 MG Extended Release Oral Capsule,RxNorm,1999037,S,2976
1010035,40227019,40227019,lidocaine hydrochloride 10 MG/ML Injectable Solution [Xylocaine],RxNorm,1010035,S,2972
2105831,1356444,1356444,10 ML rituximab-abbs 10 MG/ML Injection [Truxima],RxNorm,2105831,S,2972
686441,703251,703251,24 HR paliperidone 3 MG Extended Release Oral Tablet [Invega],RxNorm,686441,S,2971
892589,40169944,40169944,morphine sulfate 2 MG/ML Oral Solution,RxNorm,892589,S,2968
238100,19057271,19057271,lorazepam 2 MG/ML Injectable Solution,RxNorm,238100,S,2965
763296,966705,966705,"sennosides, USP 8.6 MG Oral Tablet [Senna-Time]",RxNorm,763296,S,2960
1552004,45774776,45774776,60 ACTUAT tiotropium 0.0025 MG/ACTUAT Inhalation Spray [Spiriva],RxNorm,1552004,S,2956
311048,19078603,19078603,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Injectable Suspension",RxNorm,311048,S,2952
314006,19079990,19079990,24 HR glipizide 5 MG Extended Release Oral Tablet,RxNorm,314006,S,2951
312070,19079139,19079139,1 ML octreotide 0.5 MG/ML Injection,RxNorm,312070,S,2946
91198,36031117,977968,sodium citrate,RxNorm,56466,S,2944
725021,19127019,19127019,24 HR rivastigmine 0.192 MG/HR Transdermal System,RxNorm,725021,S,2936
153048,19016821,19016821,olanzapine 10 MG Oral Tablet [Zyprexa],RxNorm,153048,S,2929
1808,932745,932745,bumetanide,RxNorm,1808,S,2926
238720,19057433,19057433,10 ML tranexamic acid 100 MG/ML Injection,RxNorm,238720,S,2922
1010033,40227012,40227012,lidocaine hydrochloride 10 MG/ML Injectable Solution,RxNorm,1010033,S,2920
351945,1524676,1524676,5 ML zoledronic acid 0.8 MG/ML Injection [Zometa],RxNorm,351945,S,2920
312773,961168,961168,ranitidine 75 MG Oral Tablet,RxNorm,312773,S,2917
1302195,42873523,42873523,potassium chloride 1.33 MEQ Oral Tablet,RxNorm,1302195,S,2917
208465,19038579,19038579,temazepam 30 MG Oral Capsule [Restoril],RxNorm,208465,S,2914
2262430,37499757,37499757,10 ML crizanlizumab-tmca 10 MG/ML Injection [Adakveo],RxNorm,2262430,S,2913
992456,40180069,40180069,promethazine hydrochloride 25 MG Rectal Suppository [Phenadoz],RxNorm,992456,S,2909
995668,40222797,40222797,meclizine hydrochloride 25 MG Oral Tablet [Antivert],RxNorm,995668,S,2909
751884,19128249,19128249,{21 (ethinyl estradiol 0.02 MG / levonorgestrel 0.1 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Lutera 28 Day],RxNorm,751884,S,2907
836395,1103359,1103359,acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet,RxNorm,836395,S,2902
1247761,42708661,42708661,docusate sodium 50 MG Oral Capsule [Colace],RxNorm,1247761,S,2897
748857,19127905,19127905,{21 (drospirenone 3 MG / ethinyl estradiol 0.03 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Yasmin 28 Day],RxNorm,748857,S,2896
205642,19029811,19029811,dronabinol 5 MG Oral Capsule [Marinol],RxNorm,205642,S,2894
616116,19026978,19026978,lenalidomide 5 MG Oral Capsule [Revlimid],RxNorm,616116,S,2892
208513,19038851,19038851,"estrogens, conjugated (USP) 0.3 MG Oral Tablet [Premarin]",RxNorm,208513,S,2887
977842,40184293,40184293,"insulin aspart protamine, human 70 UNT/ML / insulin aspart, human 30 UNT/ML Injectable Suspension [NovoLog Mix]",RxNorm,977842,S,2885
1731993,35605835,35605835,1 ML morphine sulfate 10 MG/ML Injection,RxNorm,1731993,S,2874
855189,40162451,40162451,24 HR tolterodine tartrate 4 MG Extended Release Oral Capsule,RxNorm,855189,S,2872
860115,40163891,40163891,2 ML ketorolac tromethamine 30 MG/ML Prefilled Syringe,RxNorm,860115,S,2869
152952,713824,713824,ropinirole 0.25 MG Oral Tablet [Requip],RxNorm,152952,S,2868
876439,40167793,40167793,12 HR acetazolamide 500 MG Extended Release Oral Capsule [Diamox],RxNorm,876439,S,2864
197986,1309069,1309069,minoxidil 10 MG Oral Tablet,RxNorm,197986,S,2863
725023,19127021,19127021,24 HR rivastigmine 0.396 MG/HR Transdermal System,RxNorm,725023,S,2863
2046145,1510790,1510790,16 ML bevacizumab-awwb 25 MG/ML Injection [Mvasi],RxNorm,2046145,S,2861
205304,19028935,19028935,telmisartan 40 MG Oral Tablet,RxNorm,205304,S,2860
242446,923115,923115,ofloxacin 3 MG/ML Otic Solution,RxNorm,242446,S,2859
855296,40163518,40163518,warfarin sodium 10 MG Oral Tablet,RxNorm,855296,S,2859
605730,19123052,19123052,metronidazole 0.01 MG/MG Topical Gel [MetroGel],RxNorm,605730,S,2858
19711,36029811,1713332,amoxicillin,RxNorm,723,S,2855
198630,19020398,19020398,ferrous gluconate 324 MG Oral Tablet,RxNorm,198630,S,2855
859005,40164358,40164358,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution [S-T Forte 2],RxNorm,859005,S,2850
1656650,46275844,46275844,basiliximab 20 MG Injection [Simulect],RxNorm,1656650,S,2849
312847,713853,713853,ropinirole 2 MG Oral Tablet,RxNorm,312847,S,2840
1667882,35603329,35603329,60 ACTUAT tiotropium 0.00125 MG/ACTUAT Inhalation Spray [Spiriva],RxNorm,1667882,S,2836
207364,19035327,19035327,minocycline 100 MG Oral Tablet,RxNorm,207364,S,2831
284283,925014,925014,bisacodyl 10 MG Rectal Suppository [The Magic Bullet],RxNorm,284283,S,2831
859046,40165170,40165170,pramipexole dihydrochloride 0.5 MG Oral Tablet [Mirapex],RxNorm,859046,S,2830
636522,1165632,1165632,12 HR guaifenesin 600 MG Extended Release Oral Tablet,RxNorm,636522,S,2830
41493,1150345,1150345,meloxicam,RxNorm,41493,S,2830
607028,19123169,19123169,pregabalin 300 MG Oral Capsule [Lyrica],RxNorm,607028,S,2825
240758,19058078,19058078,biotin 10 MG Oral Tablet,RxNorm,240758,S,2823
434018,19108021,19108021,doxycycline hyclate 100 MG Delayed Release Oral Tablet,RxNorm,434018,S,2820
485032,19112761,19112761,tiotropium 0.018 MG Inhalation Powder,RxNorm,485032,S,2820
2102784,35201624,35201624,revefenacin 0.0583 MG/ML Inhalation Solution [Yupelri],RxNorm,2102784,S,2820
1649964,46234511,46234511,1.6 ML filgrastim 0.3 MG/ML Injection [Neupogen],RxNorm,1649964,S,2810
898353,40171556,40171556,amlodipine 5 MG / benazepril hydrochloride 10 MG Oral Capsule,RxNorm,898353,S,2807
2709,901845,901845,colistin,RxNorm,2709,S,2805
1658221,46275258,46275258,2 ML magnesium sulfate 500 MG/ML Injection,RxNorm,1658221,S,2802
807213,19132268,19132268,bisacodyl 5 MG Delayed Release Oral Tablet [Doxidan Reformulated Sep 2008],RxNorm,807213,S,2801
153667,1347387,1347387,irbesartan 300 MG Oral Tablet [Avapro],RxNorm,153667,S,2796
883720,40168136,40168136,"sennosides, USP 217 MG Oral Tablet",RxNorm,883720,S,2794
904483,40175405,40175405,pravastatin sodium 80 MG Oral Tablet [Pravachol],RxNorm,904483,S,2792
6185,1386957,1386957,labetalol,RxNorm,6185,S,2791
864820,40166424,40166424,oxybutynin chloride 0.1 MG/MG Topical Gel [Gelnique],RxNorm,864820,S,2789
308744,19074244,19074244,biotin 5 MG Oral Capsule,RxNorm,308744,S,2786
312138,718129,718129,oxcarbazepine 600 MG Oral Tablet,RxNorm,312138,S,2784
1665906,46287497,46287497,1 ML evolocumab 140 MG/ML Prefilled Syringe [Repatha],RxNorm,1665906,S,2783
746466,1192272,1192272,200 ACTUAT levalbuterol 0.045 MG/ACTUAT Metered Dose Inhaler [Xopenex],RxNorm,746466,S,2782
854880,40163496,40163496,zolpidem tartrate 12.5 MG Extended Release Oral Tablet,RxNorm,854880,S,2778
311726,725179,725179,mirtazapine 45 MG Oral Tablet,RxNorm,311726,S,2777
1873765,1592908,1592908,plecanatide 3 MG Oral Tablet [Trulance],RxNorm,1873765,S,2773
200162,19023193,19023193,"sennosides, USP 15 MG Oral Tablet",RxNorm,200162,S,2768
155080,19024227,19024227,methacholine,RxNorm,155080,S,2767
352200,19098438,19098438,olmesartan medoxomil 20 MG Oral Tablet [Benicar],RxNorm,352200,S,2767
402695,19102396,19102396,24 HR felodipine 10 MG Extended Release Oral Tablet,RxNorm,402695,S,2766
208185,19037774,19037774,silver sulfadiazine 10 MG/ML Topical Cream [SSD],RxNorm,208185,S,2764
211666,1707279,1707279,metronidazole 7.5 MG/ML Topical Cream [MetroCream],RxNorm,211666,S,2763
208712,19039383,19039383,hydrocortisone 10 MG Oral Tablet [Cortef],RxNorm,208712,S,2755
349483,1308874,1308874,valsartan 40 MG Oral Tablet,RxNorm,349483,S,2748
1000145,40224837,40224837,medroxyprogesterone acetate 5 MG Oral Tablet [Provera],RxNorm,1000145,S,2744
1232086,40244448,40244448,rivaroxaban 20 MG Oral Tablet,RxNorm,1232086,S,2743
749762,19128009,19128009,{7 (ethinyl estradiol 0.01 MG Oral Tablet) / 84 (ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet) } Pack [Seasonique],RxNorm,749762,S,2743
859052,40165177,40165177,pramipexole dihydrochloride 1 MG Oral Tablet,RxNorm,859052,S,2743
1991311,793152,793152,"0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic]",RxNorm,1991311,S,2739
6628,994058,994058,mannitol,RxNorm,6628,S,2737
882506,40167784,40167784,diphenhydramine hydrochloride 12.5 MG Disintegrating Oral Tablet [Benadryl],RxNorm,882506,S,2737
6579,19092849,19092849,magnesium chloride,RxNorm,6579,S,2737
1726102,35604031,35604031,bendamustine hydrochloride 25 MG/ML Injectable Solution [Bendeka],RxNorm,1726102,S,2735
856992,40162618,40162618,acetaminophen 300 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,RxNorm,856992,S,2734
1860157,1718702,1718702,Abuse-Deterrent 12 HR oxycodone hydrochloride 10 MG Extended Release Oral Tablet,RxNorm,1860157,S,2733
830642,19133476,19133476,calcium acetate 667 MG Oral Tablet [Eliphos],RxNorm,830642,S,2731
1795609,36249736,36249736,100 ML glucose 50 MG/ML Injection,RxNorm,1795609,S,2729
689760,36030503,19049024,potassium,RxNorm,8588,S,2728
240029,19057624,19057624,cholecalciferol 0.125 MG Oral Capsule,RxNorm,240029,S,2727
992675,40182177,40182177,homatropine methylbromide 0.3 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Hydromet],RxNorm,992675,S,2727
352085,19098376,19098376,pimecrolimus 10 MG/ML Topical Cream [Elidel],RxNorm,352085,S,2723
664741,1727254,1727254,atazanavir 300 MG Oral Capsule,RxNorm,664741,S,2720
749785,19128022,19128022,{7 (ethinyl estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack...,RxNorm,749785,S,2720
562411,915209,915209,bacitracin 5000 UNT/ML Injectable Solution,RxNorm,562411,S,2719
2055036,35200350,35200350,leucovorin 500 MG Injection,RxNorm,2055036,S,2715
206178,19031570,19031570,clotrimazole 10 MG Oral Lozenge [Mycelex Troches],RxNorm,206178,S,2708
1743877,35606564,35606564,250 ML dopamine hydrochloride 1.6 MG/ML Injection,RxNorm,1743877,S,2708
749796,917946,917946,benzocaine 0.1 MG/MG Oral Gel [Anbesol],RxNorm,749796,S,2708
311028,19078552,19078552,"insulin isophane, human 100 UNT/ML Injectable Suspension",RxNorm,311028,S,2704
896209,40169281,40169281,60 ACTUAT fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,RxNorm,896209,S,2704
596918,929954,929954,lansoprazole 15 MG Delayed Release Oral Capsule [Prevacid],RxNorm,596918,S,2703
351254,780383,780383,metaxalone 800 MG Oral Tablet,RxNorm,351254,S,2702
352083,19098374,19098374,methoxsalen 0.02 MG/ML Injectable Solution [Uvadex],RxNorm,352083,S,2702
314155,785842,785842,olanzapine 5 MG Disintegrating Oral Tablet,RxNorm,314155,S,2701
835829,1636871,1636871,testosterone cypionate 100 MG/ML Injectable Solution,RxNorm,835829,S,2700
2110510,1366746,1366746,60 ACTUAT fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Wixela],RxNorm,2110510,S,2698
197476,992612,992612,chlorothiazide 500 MG Oral Tablet,RxNorm,197476,S,2696
688596,1537691,1537691,salmon calcitonin 200 UNT/ACTUAT Nasal Spray [Fortical],RxNorm,688596,S,2696
808748,19132561,19132561,24 HR venlafaxine 225 MG Extended Release Oral Tablet,RxNorm,808748,S,2695
998035,40223993,40223993,ondansetron 4 MG Oral Film [Zuplenz],RxNorm,998035,S,2694
1482912,44785057,44785057,posaconazole 100 MG Delayed Release Oral Tablet [Noxafil],RxNorm,1482912,S,2692
311207,19078751,19078751,ivermectin 3 MG Oral Tablet,RxNorm,311207,S,2691
1012726,40227167,40227167,mepivacaine hydrochloride 10 MG/ML Injectable Solution [Polocaine],RxNorm,1012726,S,2687
103457,19002365,19002365,fluocinonide 0.0005 MG/MG Topical Ointment,RxNorm,103457,S,2685
995607,40222616,40222616,ethambutol hydrochloride 400 MG Oral Tablet,RxNorm,995607,S,2683
602910,19122473,19122473,lenalidomide 10 MG Oral Capsule,RxNorm,602910,S,2681
1720977,35605123,35605123,5.26 ML gemcitabine 38 MG/ML Injection,RxNorm,1720977,S,2679
665040,19125047,19125047,sitagliptin 25 MG Oral Tablet [Januvia],RxNorm,665040,S,2674
151229,742271,742271,topiramate 200 MG Oral Tablet [Topamax],RxNorm,151229,S,2674
352220,19098454,19098454,voriconazole 200 MG Injection [Vfend],RxNorm,352220,S,2668
262080,19068730,19068730,progesterone 100 MG Oral Capsule [Prometrium],RxNorm,262080,S,2667
313219,1341302,1341302,terazosin 5 MG Oral Capsule,RxNorm,313219,S,2652
8308,19044727,19044727,vitamin K1,RxNorm,8308,S,2649
898344,40171548,40171548,amlodipine 10 MG / benazepril hydrochloride 20 MG Oral Capsule [Lotrel],RxNorm,898344,S,2643
827075,19133214,19133214,nebivolol 20 MG Oral Tablet [Bystolic],RxNorm,827075,S,2639
1358780,42902180,42902180,{21 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) } Pack [Junel 1/20 21 Day],RxNorm,1358780,S,2635
1545666,45774893,45774893,empagliflozin 25 MG Oral Tablet,RxNorm,1545666,S,2630
1649946,46234503,46234503,1 ML filgrastim 0.3 MG/ML Injection [Neupogen],RxNorm,1649946,S,2624
314211,736055,736055,risperidone 4 MG Oral Tablet,RxNorm,314211,S,2619
866307,40166809,40166809,12 HR carbamazepine 400 MG Extended Release Oral Tablet [Tegretol],RxNorm,866307,S,2618
859871,40165561,40165561,haloperidol decanoate 100 MG/ML Injectable Solution,RxNorm,859871,S,2615
808744,19132560,19132560,24 HR venlafaxine 150 MG Extended Release Oral Tablet,RxNorm,808744,S,2614
8704,752061,752061,prochlorperazine,RxNorm,8704,S,2611
308892,19074523,19074523,calcium carbonate 1000 MG Chewable Tablet,RxNorm,308892,S,2609
245500,19059823,19059823,cholecalciferol 0.025 MG Oral Capsule,RxNorm,245500,S,2607
198037,19019334,19019334,nimodipine 30 MG Oral Capsule,RxNorm,198037,S,2606
307707,19072262,19072262,acetic acid 2.5 MG/ML Irrigation Solution,RxNorm,307707,S,2605
199119,923647,923647,omeprazole 10 MG Delayed Release Oral Capsule,RxNorm,199119,S,2602
1040036,40231371,40231371,lurasidone hydrochloride 40 MG Oral Tablet [Latuda],RxNorm,1040036,S,2600
309112,19075032,19075032,cephalexin 250 MG Oral Capsule,RxNorm,309112,S,2599
860777,40165695,40165695,250 ML moxifloxacin 1.6 MG/ML Injection [Avelox],RxNorm,860777,S,2589
485486,778505,778505,tizanidine 2 MG Oral Capsule,RxNorm,485486,S,2589
404414,19102739,19102739,buprenorphine 8 MG Sublingual Tablet [Subutex],RxNorm,404414,S,2589
1300368,42800266,42800266,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactiv...",RxNorm,1300368,S,2585
204632,19027839,19027839,ferrous sulfate 200 MG Oral Tablet,RxNorm,204632,S,2580
9947,1370109,1370109,sotalol,RxNorm,9947,S,2579
311893,1113673,1113673,nabumetone 750 MG Oral Tablet,RxNorm,311893,S,2578
200172,19023231,19023231,finasteride 1 MG Oral Tablet,RxNorm,200172,S,2574
790436,19129711,19129711,magnesium hydroxide 400 MG Chewable Tablet,RxNorm,790436,S,2573
197803,19019050,19019050,ibuprofen 20 MG/ML Oral Suspension,RxNorm,197803,S,2570
802652,19131494,19131494,1 ML etanercept 50 MG/ML Prefilled Syringe [Enbrel],RxNorm,802652,S,2569
854870,40163286,40163286,rabeprazole sodium 20 MG Delayed Release Oral Tablet [Aciphex],RxNorm,854870,S,2561
285127,712619,712619,ziprasidone 20 MG Oral Capsule [Geodon],RxNorm,285127,S,2561
197628,1363060,1363060,doxazosin 8 MG Oral Tablet,RxNorm,197628,S,2557
197971,1506314,1506314,methylprednisolone 32 MG Oral Tablet,RxNorm,197971,S,2557
1728095,35604805,35604805,romiplostim 0.25 MG Injection [Nplate],RxNorm,1728095,S,2556
